1409688249797,visibility,1364,427,0,0,http://localhost:4001/,0,"Tue, 02 Sep 2014 20:04:08 GMT",420,,,,,,,visible,,,0
1409688249800,load,1364,427,0,0,http://localhost:4001/,62,"Tue, 02 Sep 2014 20:04:08 GMT",420,,,,,,,,,,0
1409688276371,visibility,1364,427,0,0,http://localhost:4001/,24830,"Tue, 02 Sep 2014 20:04:33 GMT",420,,,,,,,visible,,,0
1409688276372,click,1364,427,0,0,http://localhost:4001/,24967,"Tue, 02 Sep 2014 20:04:33 GMT",420,,html,98,247,,,,,,0
1409688276373,click,1364,427,0,0,http://localhost:4001/,25468,"Tue, 02 Sep 2014 20:04:34 GMT",420,,html,181,77,,,,,,0
1409688276374,visibility,1364,427,0,0,http://localhost:4001/,25686,"Tue, 02 Sep 2014 20:04:34 GMT",420,,,,,,,hidden,,,0
1409688276375,visibility,1364,427,0,0,http://localhost:4001/,26580,"Tue, 02 Sep 2014 20:04:35 GMT",420,,,,,,,visible,,,0
1409688276376,visibility,1364,427,0,0,http://localhost:4001/,26584,"Tue, 02 Sep 2014 20:04:35 GMT",420,,,,,,,hidden,,,0
1409688276376,visibility,1364,427,0,0,http://localhost:4001/,26651,"Tue, 02 Sep 2014 20:04:35 GMT",420,,,,,,,visible,,,0
1409688278476,visibility,1364,427,0,0,http://localhost:4001/,28478,"Tue, 02 Sep 2014 20:04:37 GMT",420,,,,,,,hidden,,,0
1409688278477,visibility,1364,427,0,0,http://localhost:4001/,28630,"Tue, 02 Sep 2014 20:04:37 GMT",420,,,,,,,visible,,,0
1409688278478,visibility,1364,427,0,0,http://localhost:4001/,28756,"Tue, 02 Sep 2014 20:04:37 GMT",420,,,,,,,hidden,,,0
1409688306562,visibility,1364,427,0,0,http://localhost:4001/,55781,"Tue, 02 Sep 2014 20:05:04 GMT",420,,,,,,,visible,,,0
1409688306563,visibility,1364,427,0,0,http://localhost:4001/,55785,"Tue, 02 Sep 2014 20:05:04 GMT",420,,,,,,,hidden,,,0
1409688306564,visibility,1364,427,0,0,http://localhost:4001/,55886,"Tue, 02 Sep 2014 20:05:04 GMT",420,,,,,,,visible,,,0
1409688306564,visibility,1364,427,0,0,http://localhost:4001/,56839,"Tue, 02 Sep 2014 20:05:05 GMT",420,,,,,,,hidden,,,0
1409688403461,visibility,1364,427,0,0,http://localhost:4001/,152859,"Tue, 02 Sep 2014 20:06:41 GMT",420,,,,,,,visible,,,0
1409688403462,visibility,1364,427,0,0,http://localhost:4001/,153723,"Tue, 02 Sep 2014 20:06:42 GMT",420,,,,,,,hidden,,,0
1409688584877,visibility,1364,427,0,0,http://localhost:4001/,334370,"Tue, 02 Sep 2014 20:09:43 GMT",420,,,,,,,visible,,,0
1409688584878,visibility,1364,427,0,0,http://localhost:4001/,335151,"Tue, 02 Sep 2014 20:09:43 GMT",420,,,,,,,hidden,,,0
1409688586767,visibility,1364,427,0,0,http://localhost:4001/,336360,"Tue, 02 Sep 2014 20:09:45 GMT",420,,,,,,,visible,,,0
1409688586767,visibility,1364,427,0,0,http://localhost:4001/,336900,"Tue, 02 Sep 2014 20:09:45 GMT",420,,,,,,,hidden,,,0
1409688586767,visibility,1364,427,0,0,http://localhost:4001/,337019,"Tue, 02 Sep 2014 20:09:45 GMT",420,,,,,,,visible,,,0
1409688586772,visibility,1364,427,0,0,http://localhost:4001/,337045,"Tue, 02 Sep 2014 20:09:45 GMT",420,,,,,,,hidden,,,0
